HudongItem1,relation,HudongItem2
烈焰,country of origin,日本
张晓龙,sport,足球
原因,different from,origin
威廉·格林,sex or gender,男
尤尔根·克林斯曼,country for sport,德国
烈焰,language of work or name,日语
林群,educated at,厦门大学
Here地图,parent organization,奥迪
Edward,different from,Edward
威廉·格林,country of citizenship,德国
布莱恩·泰勒,educated at,哈佛大学
尤尔根·克林斯曼,languages spoken written or signed,德语
Thomas,languages spoken written or signed,英语
Thomas,writing languages,英语
威廉·格林,place of death,柏林
尤尔根·克林斯曼,league,德国足球甲级联赛
Here地图,headquarters location,芝加哥
尤尔根·克林斯曼,league,英格兰足球超级联赛
Here地图,headquarters location,新加坡
圣殿骑士团,religion,天主教
威廉·格林,sibling,雅各布·格林
Thomas,employer,自然史博物馆
尤尔根·克林斯曼,member of sports team,拜仁慕尼黑足球俱乐部
圣殿骑士团,conflict,哈丁战役
威廉·格林,languages spoken written or signed,德语
威廉·格林,languages spoken written or signed,丹麦语
威廉·格林,writing languages,德语
威廉·格林,occupation,作家
尤尔根·克林斯曼,sport,足球
亚洲,shares border with,欧洲
亚洲,shares border with,非洲
亚洲,has part,东南亚
威廉·格林,work location,柏林
亚洲,has part,南亚
亚洲,has part,中东
sp2,instance of,基因
任泉,sex or gender,男
中华人民共和国教师法,country,中华人民共和国
任泉,country of citizenship,中华人民共和国
中华人民共和国教师法,applies to jurisdiction,中华人民共和国
殷桃,country of citizenship,中华人民共和国
世嘉公司,instance of,商业
中华人民共和国教师法,language of work or name,汉语
中华人民共和国海关总署,country,中华人民共和国
数学史,facet of,数学
世嘉公司,instance of,企业
吴有训,sex or gender,男
瑞士诗篇,instance of,国歌
中华人民共和国海关总署,parent organization,中华人民共和国国务院
德国足球甲级联赛,country,德国
电子科技大学,country,中华人民共和国
大贝尔特海峡,country,丹麦
吴有训,country of citizenship,中华人民共和国
杰夫·沃尔,sex or gender,男
瑞士诗篇,country,瑞士
任泉,occupation,歌手
杰夫·沃尔,country of citizenship,加拿大
大贝尔特海峡,shares border with,西兰岛
沈月,country of citizenship,中华人民共和国
深圳机场站,country,中华人民共和国
林则徐,sex or gender,男
卡里姆·本泽马,sex or gender,男
加那利群岛,official language,西班牙语
超现实主义,influenced by,达达主义
世嘉公司,country,日本
德国足球甲级联赛,sport,足球
大贝尔特海峡,shares border with,卡特加特海峡
控制,country of origin,美国
杨芸晴,country of citizenship,泰国
卡里姆·本泽马,country of citizenship,法国
大贝尔特海峡,shares border with,波罗的海
控制,original language of film or TV show,英语
卡特加特海峡,part of,大西洋
奥兹玛计划,instance of,项目
九江学院,country,中华人民共和国
卡里姆·本泽马,country of citizenship,阿尔及利亚
加那利群岛,continent,非洲
吴有训,occupation,物理学家
德国足球甲级联赛,winner,拜仁慕尼黑足球俱乐部
王力宏,sex or gender,男
铜,subclass of,材料
杨芸晴,place of birth,曼谷
开发商,field of this occupation,不动产
卡里姆·本泽马,country for sport,法国
加那利群岛,country,西班牙
吴有训,employer,清华大学
杰夫·沃尔,languages spoken written or signed,英语
王力宏,country of citizenship,美国
纽约州,continent,北美洲
黄眼企鹅,endemic to,新西兰
吴有训,employer,北京大学
活死人,country of origin,德国
WeGame,owned by,腾讯
纽约州,country,美国
铜,subclass of,金属
奥兹玛计划,country,美国
杨芸晴,occupation,歌手
吴有训,employer,上海交通大学
活死人,original language of film or TV show,英语
WeGame,developer,腾讯游戏
加那利群岛,located in the administrative territorial entity,西班牙
圣基茨和尼维斯,instance of,国家
Collide,country of origin,德国
纽约州,located in the administrative territorial entity,美国
杨芸晴,member of,火箭少女101
林则徐,languages spoken written or signed,文言文
加那利群岛,located in or next to body of water,大西洋
王力宏,languages spoken written or signed,英语
Collide,country of origin,美国
唾液酸,has part,氢
卡里姆·本泽马,languages spoken written or signed,法语
杰夫·沃尔,field of work,摄影
Collide,country of origin,英国
卡特加特海峡,country,瑞典
林则徐,writing languages,文言文
吴有训,educated at,芝加哥大学
王力宏,occupation,歌手
Collide,original language of film or TV show,英语
卡特加特海峡,country,丹麦
吴有训,educated at,南京大学
卡特加特海峡,shares border with,厄勒海峡
圣基茨和尼维斯,official language,英语
圣基茨和尼维斯,continent,北美洲
纽约州,located in or next to body of water,大西洋
纽约州,lowest point,大西洋
圣基茨和尼维斯,lowest point,加勒比海
卡里姆·本泽马,religion,伊斯兰教
圣基茨和尼维斯,basic form of government,君主立宪制
卡里姆·本泽马,sport,足球
圣基茨和尼维斯,head of state,伊丽莎白二世
圣基茨和尼维斯,diplomatic relation,英国
圣基茨和尼维斯,member of,联合国
圣基茨和尼维斯,member of,世界贸易组织
圣基茨和尼维斯,member of,国际开发协会
世嘉公司,product or material produced,软件
控制,filming location,洛杉矶
圣基茨和尼维斯,member of,国际电信联盟
圣基茨和尼维斯,language used,英语
纽约州,shares border with,安大略省
纽约州,shares border with,魁北克省
于正,sex or gender,男
于正,country of citizenship,中华人民共和国
重庆邮电大学移通学院,country,中华人民共和国
千年,measured physical quantity,时间
深圳北理莫斯科大学,country,中华人民共和国
草铵膦,instance of,除草剂
湖南广播电视台,instance of,商业
一出好戏,country of origin,中华人民共和国
深圳北理莫斯科大学,located in the administrative territorial entity,龙岗区
人机交互,subclass of,计算机科学
永恒之塔,genre,大型多人在线角色扮演游戏
河北省教育厅,country,中华人民共和国
一出好戏,director,黄渤
人机交互,subclass of,交互设计
一出好戏,cast member,黄渤
人机交互,uses,用户界面
任正非,sex or gender,男
徐斌,sex or gender,男
上海大舞台,country,中华人民共和国
加拿大,instance of,国家
曾李青,educated at,西安电子科技大学
一出好戏,cast member,王宝强
人机交互,facet of,计算机科学
任正非,country of citizenship,中华人民共和国
邓莎,country of citizenship,中华人民共和国
徐斌,country of citizenship,明朝
植树节,country,美国
加拿大,part of,北美洲
一出好戏,cast member,舒淇
人机交互,facet of,心理学
草铵膦,subject has role,除草剂
产品,has quality,功能
加拿大,official language,英语
加拿大,official language,法语
任正非,child,孟晚舟
产品,has quality,design
加拿大,continent,北美洲
加拿大,country,加拿大
任正非,position held,首席执行官
加拿大,located in or next to body of water,大西洋
加拿大,located in or next to body of water,太平洋
加拿大,located in or next to body of water,北冰洋
任正非,member of political party,中国共产党
加拿大,lowest point,北冰洋
加拿大,basic form of government,君主立宪制
平壤,twinned administrative body,吉隆坡
加拿大,basic form of government,联邦制
平壤,twinned administrative body,巴格达
平壤,twinned administrative body,新加坡
加拿大,head of state,伊丽莎白二世
平壤,twinned administrative body,莫斯科
加拿大,diplomatic relation,美国
加拿大,diplomatic relation,以色列
加拿大,diplomatic relation,瑞典
加拿大,diplomatic relation,哥伦比亚
加拿大,diplomatic relation,乌克兰
加拿大,diplomatic relation,欧洲联盟
加拿大,diplomatic relation,德国
加拿大,diplomatic relation,丹麦
加拿大,diplomatic relation,菲律宾
加拿大,diplomatic relation,香港
加拿大,diplomatic relation,卡塔尔
加拿大,diplomatic relation,印度尼西亚
加拿大,diplomatic relation,乌拉圭
加拿大,diplomatic relation,俄罗斯
加拿大,diplomatic relation,波兰
加拿大,diplomatic relation,巴基斯坦
加拿大,diplomatic relation,挪威
加拿大,diplomatic relation,新西兰
加拿大,diplomatic relation,新加坡
加拿大,diplomatic relation,英国
加拿大,diplomatic relation,瑞士
加拿大,diplomatic relation,苏联
加拿大,diplomatic relation,纳米比亚
加拿大,diplomatic relation,马来西亚
加拿大,diplomatic relation,摩洛哥
加拿大,diplomatic relation,埃塞俄比亚
加拿大,diplomatic relation,埃及
加拿大,diplomatic relation,意大利
加拿大,diplomatic relation,蒙古国
加拿大,diplomatic relation,澳大利亚
加拿大,diplomatic relation,巴西
加拿大,diplomatic relation,捷克
加拿大,diplomatic relation,刚果民主共和国
加拿大,diplomatic relation,肯尼亚
加拿大,diplomatic relation,法国
加拿大,diplomatic relation,阿根廷
加拿大,diplomatic relation,奥地利
加拿大,diplomatic relation,阿尔及利亚
加拿大,diplomatic relation,比利时
加拿大,diplomatic relation,巴巴多斯
加拿大,diplomatic relation,保加利亚
加拿大,diplomatic relation,哈萨克斯坦
加拿大,diplomatic relation,西班牙
加拿大,diplomatic relation,立陶宛
加拿大,diplomatic relation,牙买加
加拿大,diplomatic relation,海地
加拿大,diplomatic relation,黎巴嫩
加拿大,diplomatic relation,墨西哥
加拿大,diplomatic relation,日本
加拿大,diplomatic relation,印度
加拿大,diplomatic relation,希腊
加拿大,diplomatic relation,中华人民共和国
加拿大,diplomatic relation,葡萄牙
加拿大,diplomatic relation,赞比亚
加拿大,diplomatic relation,匈牙利
加拿大,member of,联合国
加拿大,member of,北大西洋公约组织
加拿大,member of,经济合作与发展组织
加拿大,member of,世界贸易组织
加拿大,member of,亚太经济合作组织
加拿大,member of,国际开发协会
加拿大,member of,国际电信联盟
加拿大,member of,世界气象组织
加拿大,public holiday,节礼日
加拿大,contains administrative territorial entity,安大略省
加拿大,contains administrative territorial entity,西北地区
加拿大,shares border with,美国
加拿大,language used,英语
加拿大,language used,英语
加拿大,language used,法语
邱宗岳,sex or gender,男
伊拉克,instance of,国家
Stylish,instance of,软件
邱宗岳,country of citizenship,中华人民共和国
沈腾,sex or gender,男
中国广播电视网络有限公司,country,中华人民共和国
数据库服务器,subclass of,服务器软件
伊拉克,part of,中东
沈腾,country of citizenship,中华人民共和国
Hero,country of origin,中华人民共和国
吉隆坡,country,马来西亚
量子数,studied by,量子物理
黑莓,this taxon is source of,黑莓
吉隆坡,capital of,马来西亚
夏威夷语,country,美国
量子数,studied by,量子力学
邱宗岳,employer,南开大学
中国红十字会,country,中华人民共和国
邱宗岳,employer,厦门大学
Java,country of origin,美国
夏威夷语,linguistic typology,分析语
Hero,cast member,李连杰
邱宗岳,employer,国立西南联合大学
伊拉克,continent,亚洲
Java,influenced by,C++
中国红十字会,operating area,中华人民共和国
伊拉克,country,伊拉克
吉隆坡,located in the administrative territorial entity,马来西亚
伊拉克,capital,巴格达
Hero,cast member,陈道明
Java,influenced by,Objective-C
