HudongItem,relation,NewNode
卡特加特海峡,inflows,尼桑河
铜,part of,Copper proteins
唾液酸,has part,碳
奥兹玛计划,location,绿岸天文台
杨芸晴,occupation,舞者
开发商,topic's main template,Template:Infobox Property Development
林则徐,child,林普晴
卡里姆·本泽马,family name,Benzema
吴有训,member of,中央研究院
杰夫·沃尔,occupation,艺术家
世嘉公司,subsidiary,Atlus
德国足球甲级联赛,league level below,2. Fußball-Bundesliga Nord
卡佩王朝,topic's main category,Category:卡佩王朝
控制,cast member,尼尔·柏德烈·夏里斯
王力宏,place of birth,罗彻斯特
活死人,director,David Brückner
Worlds,performer,波特·罗宾逊
背影,has cause,偏转
卡特加特海峡,inflows,维斯坎河
铜,part of,第4周期元素
唾液酸,has part,氧
卡里姆·本泽马,place of birth,里昂
吴有训,member of,利奥波第那科学院
杰夫·沃尔,occupation,printmaker
世嘉公司,subsidiary,创意大会
德国足球甲级联赛,league level below,德国足球丙级联赛
控制,cast member,蜜西·派儿
圣基茨和尼维斯,instance of,主权国家
活死人,screenwriter,David Brückner
Worlds,record label,星沃克唱片
背影,has cause,吸收
纽约州,located in or next to body of water,伊利湖
卡特加特海峡,inflows,Fylleån
铜,part of,11族元素
杨芸晴,instrument,声乐
林则徐,languages spoken written or signed,近代汉语
加那利群岛,located on terrain feature,马卡罗尼西亚
吴有训,member of,中国科学院数学物理学部
世嘉公司,subsidiary,Hardlight
德国足球甲级联赛,topic's main category,Category:德国足球甲级联赛
控制,cast member,泰勒·派瑞
圣基茨和尼维斯,part of,小安的列斯群岛
王力宏,languages spoken written or signed,标准汉语
活死人,director of photography,David Brückner
背影,use,冷却
纽约州,located in or next to body of water,圣劳伦斯河
铜,named after,塞浦路斯岛
卡里姆·本泽马,occupation,足球运动员
加那利群岛,highest point,泰德峰
杰夫·沃尔,member of,加拿大皇家学会
世嘉公司,subsidiary,Sega AM2
德国足球甲级联赛,category for maps,Category:Maps of Fußball-Bundesliga (Germany)
控制,cast member,金·狄更斯
圣基茨和尼维斯,part of,European Union tax haven blacklist
活死人,color,彩色
背影,described by source,亚美尼亚苏维埃百科全书
纽约州,located in or next to body of water,长岛海湾
铜,color,copper
林则徐,occupation,政治人物
卡里姆·本泽马,position played on team / speciality,前锋
加那利群岛,head of government,Ángel Víctor Torres Pérez
杰夫·沃尔,educated at,不列颠哥伦比亚大学
世嘉公司,subsidiary,Sonic Team
控制,cast member,派翠克·福吉特
圣基茨和尼维斯,named after,Dedication of the Basilica of St Mary Major
王力宏,occupation,演员
活死人,FSK film rating,FSK 18
Collide,director,伊兰·克里维
背影,has part,本影
纽约州,located in or next to body of water,下纽约湾
铜,present in work,文明V
林则徐,occupation,书法家
卡里姆·本泽马,member of sports team,奥林匹克里昂
加那利群岛,legislative body,加那利群岛议会
吴有训,described by source,中国科学技术专家传略·理学编·物理学卷一
杰夫·沃尔,educated at,科陶德艺术学院
世嘉公司,subsidiary,遗迹娱乐
控制,cast member,艾蜜莉·瑞特考斯基
王力宏,occupation,词曲作家
Collide,screenwriter,伊兰·克里维
背影,has part,penumbra
纽约州,located in or next to body of water,安大略湖
卡特加特海峡,described by source,亚美尼亚苏维埃百科全书
铜,has effect,copper exposure
林则徐,position held,钦差大臣
卡里姆·本泽马,member of sports team,皇家马德里足球俱乐部
加那利群岛,contains administrative territorial entity,拉斯帕尔马斯省
杰夫·沃尔,participant in,documenta 7
世嘉公司,owner of,SEGA Sports研究开发部门
控制,cast member,凯西·威尔森
圣基茨和尼维斯,anthem,哦，美丽之地
王力宏,occupation,音乐制作人
Collide,cast member,安东尼·霍普金斯
背影,topic's main category,Category:Shadows
纽约州,located in or next to body of water,尼亚加拉河
卡特加特海峡,described by source,Limits of Oceans and Seas 3rd edition
铜,use,copper conductor
林则徐,position held,两广总督
卡里姆·本泽马,member of sports team,法国国家足球队
加那利群岛,contains administrative territorial entity,圣克鲁斯-德特内里费省
杰夫·沃尔,notable work,Picture for Women
世嘉公司,owner of,Sega Wow
控制,cast member,凯瑟琳·罗斯·帕金斯
圣基茨和尼维斯,culture,culture of Saint Kitts and Nevis
王力宏,occupation,吉他手
Collide,cast member,本·金斯利
纽约州,located in or next to body of water,尚普兰湖
卡特加特海峡,described by source,The Nuttall Encyclopædia
铜,use,散热片
林则徐,position held,陕甘总督
卡里姆·本泽马,member of sports team,法国 U17
加那利群岛,located in time zone,UTC±00:00
杰夫·沃尔,award received,哈苏奖
世嘉公司,owner of,创意大会
控制,cast member,丽萨·巴恩斯
王力宏,educated at,威廉姆斯学院
Collide,cast member,菲丽希缇·琼斯
卡特加特海峡,described by source,格拉纳特百科词典
铜,subject has role,trace metal
林则徐,position held,两江总督
卡里姆·本泽马,member of sports team,法国 U18
加那利群岛,located in time zone,UTC+01:00
杰夫·沃尔,award received,Officer of the Order of Canada
世嘉公司,owner of,Camelot
控制,cast member,大卫·克伦能
圣基茨和尼维斯,country,圣克里斯多福与尼维斯
王力宏,educated at,伯克利音乐学院
Collide,cast member,尼古拉斯·霍尔特
纽约州,highest point,马西山
卡特加特海峡,topic's main category,Category:Kattegat
铜,described by source,亚美尼亚苏维埃百科全书
林则徐,position held,东河总督
卡里姆·本泽马,member of sports team,法国U-19
加那利群岛,flag,加那利群岛旗帜
杰夫·沃尔,award received,Fellow of the Royal Society of Canada
世嘉公司,owner of,Sonic Team
控制,cast member,凯莉·库恩
圣基茨和尼维斯,capital,巴斯特尔
王力宏,religion,克里斯蒂安
Collide,cast member,马尔万·肯扎里
卡特加特海峡,category for maps,Category:Maps of Kattegat
铜,described by source,New Encyclopedic Dictionary
林则徐,position held,湖广总督
卡里姆·本泽马,member of sports team,法国21岁以下国家足球队
加那利群岛,coat of arms,Coat of arms of Canary Islands
杰夫·沃尔,award received,Audain Prize for Lifetime Achievement in the Visual Arts
世嘉公司,owner of,遗迹娱乐
控制,cast member,波伊德·霍布鲁克
圣基茨和尼维斯,highest point,利亚穆伊加山
王力宏,blood type,O
Collide,cast member,克雷蒙斯·施伊克
纽约州,office held by head of government,纽约州州长
铜,different from,天然铜
林则徐,position held,云贵总督
卡里姆·本泽马,member of sports team,里昂二队
加那利群岛,top-level Internet domain,.ic
杰夫·沃尔,represented by,White Cube
世嘉公司,owner of,Sports Interactive
控制,cast member,李·诺里斯
王力宏,instrument,吉他
Collide,cast member,乔安西姆·克洛尔
纽约州,head of government,安德鲁·库默
铜,topic's main category,Category:铜
林则徐,position held,清朝庶吉士
加那利群岛,geography of topic,geography of the Canary Islands
杰夫·沃尔,represented by,Marian Goodman Gallery
世嘉公司,owner of,Sega AM3
控制,cast member,史考特·麦奈利
王力宏,instrument,小提琴
Collide,director of photography,Ed Wild
纽约州,executive body,纽约州政府
铜,on focus list of Wikimedia project,Wikipedia:基础条目
林则徐,position held,翰林院编修
加那利群岛,described by source,Ottův slovník naučný
杰夫·沃尔,described by source,UbuWeb
世嘉公司,owner of,Overworks
控制,cast member,雪拉·渥德
圣基茨和尼维斯,basic form of government,联邦君主制
王力宏,instrument,口琴
Collide,film editor,Chris Gill
纽约州,legislative body,纽约州议会
林则徐,academic degree,进士
卡里姆·本泽马,participant in,2014年世界杯足球赛
加那利群岛,described by source,Real'nyj slovar' klassicheskih drevnostej po Ljubkeru
杰夫·沃尔,has works in the collection,博伊曼斯·范伯宁恩美术馆
世嘉公司,owner of,Wow Entertainment Inc.
控制,cast member,萝拉·寇克
圣基茨和尼维斯,office held by head of state,monarch of Saint Kitts and Nevis
王力宏,instrument,钢琴
Collide,composer,伊兰·艾希凯利
纽约州,highest judicial authority,纽约上诉法院
林则徐,ethnic group,汉族
卡里姆·本泽马,participant in,2008年欧洲足球锦标赛
加那利群岛,described by source,布罗克豪斯-艾佛隆百科词典
杰夫·沃尔,has works in the collection,施泰德艺术馆
世嘉公司,owner of,SegaSoft
控制,cast member,杰米·麦沙尼
王力宏,instrument,爵士鼓
Collide,producer,乔·西佛
纽约州,contains administrative territorial entity,纽约县
林则徐,military rank,将军
卡里姆·本泽马,participant in,2012年欧洲足球锦标赛
加那利群岛,described by source,The Nuttall Encyclopædia
杰夫·沃尔,has works in the collection,索菲亚王后国家艺术中心博物馆
世嘉公司,owner of,Sega Racing Studio
控制,director of photography,杰夫·柯林威斯
圣基茨和尼维斯,head of state,塞缪尔·韦茅斯·塔普利·西顿
王力宏,instrument,声乐
Collide,distributed by,开路影业
纽约州,contains administrative territorial entity,奥尔巴尼县
林则徐,described by source,布罗克豪斯-艾佛隆百科词典
卡里姆·本泽马,award received,French Player of the Year
加那利群岛,topic's main category,Category:加那利群岛
杰夫·沃尔,has works in the collection,芝加哥艺术学院
世嘉公司,owner of,Ryu ga Gotoku Studio
控制,film editor,柯克·巴克斯特
圣基茨和尼维斯,office held by head of government,Prime Minister of St Kitts and Nevis
王力宏,genre,流行音乐
Collide,distributed by,Big Bang Media
纽约州,contains administrative territorial entity,阿利根尼县
林则徐,described by source,清代学者象传
卡里姆·本泽马,award received,Trophées UNFP du football
加那利群岛,category for films shot at this location,Category:加那利群岛取景电影
杰夫·沃尔,has works in the collection,芬兰国家美术馆
世嘉公司,owner of,Smilebit
控制,production designer,Donald Graham Burt
圣基茨和尼维斯,head of government,提摩西·哈里斯
王力宏,genre,当代节奏蓝调
Collide,narrative location,土耳其
纽约州,contains administrative territorial entity,Bronx County
林则徐,topic's main category,Category:林则徐
卡里姆·本泽马,award received,英勇奖
杰夫·沃尔,has works in the collection,泰特美术馆
世嘉公司,headquarters location,品川区
控制,composer,特伦特·雷泽诺
圣基茨和尼维斯,legislative body,圣克里斯多福及尼维斯国会
王力宏,genre,嘻哈音乐
Collide,color,彩色
纽约州,contains administrative territorial entity,布鲁姆县
杰夫·沃尔,has works in the collection,维多利亚国立美术馆
世嘉公司,notable work,死亡之屋
控制,composer,阿提库斯·罗斯
王力宏,genre,摇滚乐
Collide,CNC film rating (Romania),N - 15
纽约州,contains administrative territorial entity,卡特罗格斯县
杰夫·沃尔,has works in the collection,现代艺术博物馆
世嘉公司,notable work,快打刑事
控制,producer,莱丝莉·狄克森
圣基茨和尼维斯,diplomatic relation,中华民国
王力宏,record label,环球唱片
Collide,EIRIN film rating,G
纽约州,contains administrative territorial entity,卡尤加县
杰夫·沃尔,copyright status as a creator,作品受着作权保护
世嘉公司,notable work,Flashgal
控制,producer,丽丝·韦花丝潘
圣基茨和尼维斯,diplomatic relation,朝鲜民主主义人民共和国
王力宏,topic's main category,Category:Lee-Hom Wang
Collide,FSK film rating,FSK 12
纽约州,contains administrative territorial entity,学托扩县
世嘉公司,notable work,疯狂出租车
控制,producer,阿诺·米尔山
Collide,ICAA rating,Not recommended for minors under 16
纽约州,contains administrative territorial entity,希芒县
世嘉公司,notable work,Out Run
控制,producer,西恩·查芬
圣基茨和尼维斯,member of,英联邦
Collide,MPAA film rating,PG-13
纽约州,contains administrative territorial entity,希南戈县
